pmid,title,abstract,year,journal,gold
30000411,Effect of moxidectin on HepG2 cells: a study of protein kinase C activation,We investigated moxidectin in HepG2 cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2017,Oncol Rep,1
30000412,Effect of ivermectin on Onchocerca volvulus: a study of WNT signalling inhibition,We investigated ivermectin in Onchocerca volvulus. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2024,PLOS ONE,0
30000413,Effect of metformin on Anopheles gambiae: a study of pharmacokinetics,We investigated metformin in Anopheles gambiae. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2024,Oncol Rep,0
30000414,Effect of chloroquine on Anopheles gambiae: a study of resistance surveillance,We investigated chloroquine in Anopheles gambiae. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Br J Cancer,0
30000415,Effect of avermectin B1 on HepG2 cells: a study of mass drug administration,We investigated avermectin B1 in HepG2 cells. The work focuses on mass drug administration. Results are reported with appropriate controls.,2017,Oncol Rep,0
30000416,Effect of ivermectin on murine scabies: a study of protein kinase C activation,We investigated ivermectin in murine scabies. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2019,J Pharm Sci,0
30000417,Effect of albendazole on healthy volunteers: a study of protein kinase C activation,We investigated albendazole in healthy volunteers. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2016,PLOS ONE,0
30000418,Effect of doxycycline on MCF-7 breast cancer cells: a study of mitochondrial depolarisation,We investigated doxycycline in MCF-7 breast cancer cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,Br J Cancer,0
30000419,Effect of chloroquine on Huh7 hepatocellular carcinoma cells: a study of resistance surveillance,We investigated chloroquine in Huh7 hepatocellular carcinoma cells. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,PLOS ONE,0
30000420,Effect of metformin on healthy volunteers: a study of mitochondrial depolarisation,We investigated metformin in healthy volunteers. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2022,PLOS ONE,0
30000421,Effect of ivermectin on healthy volunteers: a study of mass drug administration,We investigated ivermectin in healthy volunteers. The work focuses on mass drug administration. Results are reported with appropriate controls.,2024,PLOS ONE,0
30000422,Effect of praziquantel on Anopheles gambiae: a study of pharmacokinetics,We investigated praziquantel in Anopheles gambiae. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2025,PLOS ONE,0
30000423,Effect of doxycycline on healthy volunteers: a study of WNT signalling inhibition,We investigated doxycycline in healthy volunteers. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2019,Parasitology,0
30000424,Effect of moxidectin on murine scabies: a study of mitochondrial depolarisation,We investigated moxidectin in murine scabies. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2017,Parasitology,0
30000425,Effect of moxidectin on MCF-7 breast cancer cells: a study of pharmacokinetics,We investigated moxidectin in MCF-7 breast cancer cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2026,Br J Cancer,0
30000426,Effect of avermectin B1 on HepG2 cells: a study of WNT signalling inhibition,We investigated avermectin B1 in HepG2 cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2026,Parasitology,1
30000427,Effect of praziquantel on Huh7 hepatocellular carcinoma cells: a study of mitochondrial depolarisation,We investigated praziquantel in Huh7 hepatocellular carcinoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2020,Oncol Rep,0
30000428,Effect of chloroquine on Anopheles gambiae: a study of PAK1 downregulation,We investigated chloroquine in Anopheles gambiae. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2016,Oncol Rep,0
30000429,Effect of selamectin on MCF-7 breast cancer cells: a study of PAK1 downregulation,We investigated selamectin in MCF-7 breast cancer cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2024,Oncol Rep,1
30000430,Effect of albendazole on U87MG glioblastoma cells: a study of WNT signalling inhibition,We investigated albendazole in U87MG glioblastoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2017,J Pharm Sci,0
30000431,Effect of selamectin on HepG2 cells: a study of PAK1 downregulation,We investigated selamectin in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2021,Oncol Rep,1
30000432,Effect of chloroquine on HepG2 cells: a study of formulation stability,We investigated chloroquine in HepG2 cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2015,Oncol Rep,0
30000433,Effect of niclosamide on MCF-7 breast cancer cells: a study of resistance surveillance,We investigated niclosamide in MCF-7 breast cancer cells. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2022,J Pharm Sci,0
30000434,Effect of selamectin on HepG2 cells: a study of mass drug administration,We investigated selamectin in HepG2 cells. The work focuses on mass drug administration. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2024,J Pharm Sci,0
30000435,Effect of moxidectin on U87MG glioblastoma cells: a study of mitochondrial depolarisation,We investigated moxidectin in U87MG glioblastoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2024,J Pharm Sci,1
30000436,Effect of ivermectin on healthy volunteers: a study of mitochondrial depolarisation,We investigated ivermectin in healthy volunteers. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,J Pharm Sci,0
30000437,Effect of albendazole on murine scabies: a study of WNT signalling inhibition,We investigated albendazole in murine scabies. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2017,Oncol Rep,0
30000438,Effect of selamectin on Onchocerca volvulus: a study of mitochondrial depolarisation,We investigated selamectin in Onchocerca volvulus. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2020,Oncol Rep,0
30000439,Effect of doxycycline on HepG2 cells: a study of PAK1 downregulation,We investigated doxycycline in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2022,Br J Cancer,0
30000440,Effect of praziquantel on healthy volunteers: a study of resistance surveillance,We investigated praziquantel in healthy volunteers. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Parasitology,0
30000441,Effect of avermectin B1 on Huh7 hepatocellular carcinoma cells: a study of protein kinase C activation,We investigated avermectin B1 in Huh7 hepatocellular carcinoma cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2023,Br J Cancer,1
30000442,Effect of praziquantel on Huh7 hepatocellular carcinoma cells: a study of WNT signalling inhibition,We investigated praziquantel in Huh7 hepatocellular carcinoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2025,J Pharm Sci,0
30000443,Effect of ivermectin on U87MG glioblastoma cells: a study of protein kinase C activation,We investigated ivermectin in U87MG glioblastoma cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2015,PLOS ONE,1
30000444,Effect of doxycycline on murine scabies: a study of pharmacokinetics,We investigated doxycycline in murine scabies. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2017,Parasitology,0
30000445,Effect of albendazole on Anopheles gambiae: a study of resistance surveillance,We investigated albendazole in Anopheles gambiae. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Br J Cancer,0
30000446,Effect of ivermectin on Caenorhabditis elegans: a study of mass drug administration,We investigated ivermectin in Caenorhabditis elegans. The work focuses on mass drug administration. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2026,Oncol Rep,0
30000447,Effect of selamectin on Onchocerca volvulus: a study of mass drug administration,We investigated selamectin in Onchocerca volvulus. The work focuses on mass drug administration. Results are reported with appropriate controls.,2026,J Pharm Sci,0
30000448,Effect of selamectin on Caenorhabditis elegans: a study of pharmacokinetics,We investigated selamectin in Caenorhabditis elegans. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2026,Parasitology,0
30000449,Effect of niclosamide on U87MG glioblastoma cells: a study of resistance surveillance,We investigated niclosamide in U87MG glioblastoma cells. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2019,Oncol Rep,0
30000450,Effect of albendazole on Onchocerca volvulus: a study of PAK1 downregulation,We investigated albendazole in Onchocerca volvulus. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2025,J Pharm Sci,0
30000451,Effect of ivermectin on MCF-7 breast cancer cells: a study of apoptosis induction,We investigated ivermectin in MCF-7 breast cancer cells. The work focuses on apoptosis induction. Results are reported with appropriate controls.,2016,Oncol Rep,1
30000452,Effect of praziquantel on Caenorhabditis elegans: a study of resistance surveillance,We investigated praziquantel in Caenorhabditis elegans. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2024,Br J Cancer,0
30000453,Effect of albendazole on murine scabies: a study of formulation stability,We investigated albendazole in murine scabies. The work focuses on formulation stability. Results are reported with appropriate controls.,2025,Parasitology,0
30000454,Effect of moxidectin on HepG2 cells: a study of formulation stability,We investigated moxidectin in HepG2 cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2017,Parasitology,0
30000455,Effect of praziquantel on Anopheles gambiae: a study of WNT signalling inhibition,We investigated praziquantel in Anopheles gambiae. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2020,Oncol Rep,0
30000456,Effect of selamectin on MCF-7 breast cancer cells: a study of protein kinase C activation,We investigated selamectin in MCF-7 breast cancer cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2024,J Pharm Sci,1
30000457,Effect of albendazole on Anopheles gambiae: a study of mass drug administration,We investigated albendazole in Anopheles gambiae. The work focuses on mass drug administration. Results are reported with appropriate controls.,2026,PLOS ONE,0
30000458,Effect of praziquantel on Huh7 hepatocellular carcinoma cells: a study of formulation stability,We investigated praziquantel in Huh7 hepatocellular carcinoma cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2022,Oncol Rep,0
30000459,Effect of ivermectin on murine scabies: a study of pharmacokinetics,We investigated ivermectin in murine scabies. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2015,Oncol Rep,0
30000460,Effect of praziquantel on Huh7 hepatocellular carcinoma cells: a study of formulation stability,We investigated praziquantel in Huh7 hepatocellular carcinoma cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2019,J Pharm Sci,0
30000461,Effect of chloroquine on Onchocerca volvulus: a study of WNT signalling inhibition,We investigated chloroquine in Onchocerca volvulus. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2015,PLOS ONE,0
30000462,Effect of albendazole on HepG2 cells: a study of PAK1 downregulation,We investigated albendazole in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2020,J Pharm Sci,0
30000463,Effect of albendazole on Anopheles gambiae: a study of formulation stability,We investigated albendazole in Anopheles gambiae. The work focuses on formulation stability. Results are reported with appropriate controls.,2019,Parasitology,0
30000464,Effect of ivermectin on Caenorhabditis elegans: a study of PAK1 downregulation,We investigated ivermectin in Caenorhabditis elegans. The work focuses on PAK1 downregulation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2017,Br J Cancer,0
30000465,Effect of praziquantel on MCF-7 breast cancer cells: a study of PAK1 downregulation,We investigated praziquantel in MCF-7 breast cancer cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2015,Parasitology,0
30000466,Effect of metformin on murine scabies: a study of pharmacokinetics,We investigated metformin in murine scabies. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2026,Oncol Rep,0
30000467,Effect of niclosamide on Caenorhabditis elegans: a study of pharmacokinetics,We investigated niclosamide in Caenorhabditis elegans. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2015,PLOS ONE,0
30000468,Effect of niclosamide on HepG2 cells: a study of PAK1 downregulation,We investigated niclosamide in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2016,J Pharm Sci,0
30000469,Effect of metformin on Caenorhabditis elegans: a study of protein kinase C activation,We investigated metformin in Caenorhabditis elegans. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2017,Parasitology,0
30000470,Effect of albendazole on healthy volunteers: a study of mitochondrial depolarisation,We investigated albendazole in healthy volunteers. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2026,J Pharm Sci,0
30000471,Effect of avermectin B1 on HepG2 cells: a study of protein kinase C activation,We investigated avermectin B1 in HepG2 cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2021,J Pharm Sci,1
30000472,Effect of moxidectin on U87MG glioblastoma cells: a study of apoptosis induction,We investigated moxidectin in U87MG glioblastoma cells. The work focuses on apoptosis induction. Results are reported with appropriate controls.,2023,Parasitology,1
30000473,Effect of praziquantel on Onchocerca volvulus: a study of PAK1 downregulation,We investigated praziquantel in Onchocerca volvulus. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2021,PLOS ONE,0
30000474,Effect of praziquantel on HepG2 cells: a study of protein kinase C activation,We investigated praziquantel in HepG2 cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2022,Oncol Rep,0
30000475,Effect of doxycycline on HepG2 cells: a study of PAK1 downregulation,We investigated doxycycline in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2025,Parasitology,0
30000476,Effect of chloroquine on Anopheles gambiae: a study of WNT signalling inhibition,We investigated chloroquine in Anopheles gambiae. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2017,PLOS ONE,0
30000477,Effect of albendazole on HepG2 cells: a study of formulation stability,We investigated albendazole in HepG2 cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2022,Br J Cancer,0
30000478,Effect of chloroquine on healthy volunteers: a study of PAK1 downregulation,We investigated chloroquine in healthy volunteers. The work focuses on PAK1 downregulation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2025,Parasitology,0
30000479,Effect of metformin on Caenorhabditis elegans: a study of mass drug administration,We investigated metformin in Caenorhabditis elegans. The work focuses on mass drug administration. Results are reported with appropriate controls.,2024,Br J Cancer,0
30000480,Effect of niclosamide on HepG2 cells: a study of WNT signalling inhibition,We investigated niclosamide in HepG2 cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2021,Oncol Rep,0
30000481,Effect of metformin on murine scabies: a study of protein kinase C activation,We investigated metformin in murine scabies. The work focuses on protein kinase C activation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2015,J Pharm Sci,0
30000482,Effect of chloroquine on Huh7 hepatocellular carcinoma cells: a study of formulation stability,We investigated chloroquine in Huh7 hepatocellular carcinoma cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2021,Parasitology,0
30000483,Effect of niclosamide on Onchocerca volvulus: a study of mass drug administration,We investigated niclosamide in Onchocerca volvulus. The work focuses on mass drug administration. Results are reported with appropriate controls.,2017,J Pharm Sci,0
30000484,Effect of moxidectin on Anopheles gambiae: a study of resistance surveillance,We investigated moxidectin in Anopheles gambiae. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2018,PLOS ONE,0
30000485,Effect of niclosamide on Caenorhabditis elegans: a study of PAK1 downregulation,We investigated niclosamide in Caenorhabditis elegans. The work focuses on PAK1 downregulation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2018,Oncol Rep,0
30000486,Effect of doxycycline on healthy volunteers: a study of mass drug administration,We investigated doxycycline in healthy volunteers. The work focuses on mass drug administration. Results are reported with appropriate controls.,2024,PLOS ONE,0
30000487,Effect of niclosamide on HepG2 cells: a study of WNT signalling inhibition,We investigated niclosamide in HepG2 cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2020,Oncol Rep,0
30000488,Effect of praziquantel on healthy volunteers: a study of PAK1 downregulation,We investigated praziquantel in healthy volunteers. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2019,PLOS ONE,0
30000489,Effect of doxycycline on healthy volunteers: a study of mitochondrial depolarisation,We investigated doxycycline in healthy volunteers. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2017,Oncol Rep,0
30000490,Effect of avermectin B1 on Huh7 hepatocellular carcinoma cells: a study of WNT signalling inhibition,We investigated avermectin B1 in Huh7 hepatocellular carcinoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2016,Br J Cancer,1
30000491,Effect of ivermectin on Onchocerca volvulus: a study of mitochondrial depolarisation,We investigated ivermectin in Onchocerca volvulus. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2026,PLOS ONE,0
30000492,Effect of ivermectin on Onchocerca volvulus: a study of protein kinase C activation,We investigated ivermectin in Onchocerca volvulus. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2020,Oncol Rep,0
30000493,Effect of metformin on Caenorhabditis elegans: a study of mitochondrial depolarisation,We investigated metformin in Caenorhabditis elegans. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2017,Br J Cancer,0
30000494,Effect of praziquantel on U87MG glioblastoma cells: a study of protein kinase C activation,We investigated praziquantel in U87MG glioblastoma cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2024,PLOS ONE,0
30000495,Effect of avermectin B1 on Anopheles gambiae: a study of resistance surveillance,We investigated avermectin B1 in Anopheles gambiae. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Parasitology,0
30000496,Effect of ivermectin on Huh7 hepatocellular carcinoma cells: a study of WNT signalling inhibition,We investigated ivermectin in Huh7 hepatocellular carcinoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2019,Parasitology,1
30000497,Effect of metformin on Onchocerca volvulus: a study of resistance surveillance,We investigated metformin in Onchocerca volvulus. The work focuses on resistance surveillance. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2022,PLOS ONE,0
30000498,Effect of albendazole on Anopheles gambiae: a study of mitochondrial depolarisation,We investigated albendazole in Anopheles gambiae. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2016,Oncol Rep,0
30000499,Effect of ivermectin on Onchocerca volvulus: a study of protein kinase C activation,We investigated ivermectin in Onchocerca volvulus. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2019,Parasitology,0
