gene_id,ctrl_1,ctrl_2,ctrl_3,treat_1,treat_2,treat_3
ENSG00018201,28,33,27,72,23,30
ENSG00018202,75,112,135,151,146,59
ENSG00018203,717,379,516,240,249,326
ENSG00018204,2,9,10,18,11,13
ENSG00018205,13,28,36,88,15,15
ENSG00018206,12,20,11,68,7,7
ENSG00018207,147,75,40,363,308,187
ENSG00018208,17,20,5,75,19,10
ENSG00018209,92,146,166,394,87,39
ENSG00018210,6,4,5,13,6,3
ENSG00018211,545,223,425,706,217,94
ENSG00018212,46,95,78,306,97,58
ENSG00018213,343,349,114,1023,864,555
ENSG00018214,38,29,34,185,38,30
ENSG00018215,255,100,301,740,261,301
ENSG00018216,26,48,17,93,22,19
ENSG00018217,184,276,294,1174,127,317
ENSG00018218,5,10,16,63,21,20
ENSG00018219,4,4,4,4,4,3
ENSG00018220,53,48,129,89,43,26
ENSG00018221,401,855,856,2021,883,311
ENSG00018222,0,1,0,1,1,0
ENSG00018223,189,196,171,639,167,127
ENSG00018224,240,324,357,199,262,238
ENSG00018225,356,143,419,1954,492,224
ENSG00018226,10,5,12,24,6,9
ENSG00018227,24,8,13,71,18,43
ENSG00018228,14,10,33,88,32,12
ENSG00018229,6266,4711,7674,18702,6656,4531
ENSG00018230,30,47,32,155,60,31
ENSG00018231,24,14,14,30,6,14
ENSG00018232,524,227,971,161,200,308
ENSG00018233,161,78,106,305,141,47
ENSG00018234,28,36,68,77,29,16
ENSG00018235,315,227,331,253,104,57
ENSG00018236,54,37,96,169,89,174
ENSG00018237,362,112,372,399,396,148
ENSG00018238,141,168,96,328,153,131
ENSG00018239,154,169,124,186,59,55
ENSG00018240,27,18,10,117,13,48
ENSG00018241,3,12,9,12,2,12
ENSG00018242,38,34,60,113,36,53
ENSG00018243,115,91,66,189,135,134
ENSG00018244,145,129,89,1839,555,471
ENSG00018245,113,121,182,208,56,45
ENSG00018246,0,2,2,2,5,1
ENSG00018247,5,0,4,12,3,2
ENSG00018248,6,7,11,9,2,1
ENSG00018249,15,9,15,31,4,6
ENSG00018250,0,2,0,0,0,0
ENSG00018251,136,191,203,398,143,107
ENSG00018252,465,247,115,1422,205,451
ENSG00018253,81,41,68,92,78,86
ENSG00018254,180,251,429,1011,220,362
ENSG00018255,40,37,52,59,19,22
ENSG00018256,13,16,7,102,56,31
ENSG00018257,177,137,342,186,157,112
ENSG00018258,87,99,100,174,69,71
ENSG00018259,930,971,1087,2419,927,670
ENSG00018260,345,385,255,1293,400,227
ENSG00018261,40,33,35,115,26,26
ENSG00018262,455,204,677,672,305,480
ENSG00018263,938,693,663,2424,924,1996
ENSG00018264,46,22,10,166,53,52
ENSG00018265,14,8,19,75,25,17
ENSG00018266,11,40,25,140,39,21
ENSG00018267,193,240,396,775,276,399
ENSG00018268,51,59,34,298,53,77
ENSG00018269,861,478,711,3308,1731,721
ENSG00018270,605,922,550,1584,2027,1861
ENSG00018271,146,100,168,459,90,83
ENSG00018272,234,127,156,734,197,168
ENSG00018273,22,13,8,31,15,4
ENSG00018274,613,636,1248,1358,747,1123
ENSG00018275,2,2,1,5,0,0
ENSG00018276,196,412,423,1266,250,415
ENSG00018277,190,161,94,281,112,52
ENSG00018278,1885,1558,991,3915,2493,1900
ENSG00018279,31,25,45,29,11,16
ENSG00018280,208,269,424,809,786,495
ENSG00018281,289,124,388,192,109,294
ENSG00018282,75,106,206,474,114,108
ENSG00018283,133,217,451,636,602,221
ENSG00018284,72,63,82,96,62,55
ENSG00018285,505,455,1095,851,1129,387
ENSG00018286,165,73,141,346,79,137
ENSG00018287,364,250,115,1359,294,162
ENSG00018288,61,47,51,104,20,46
ENSG00018289,32,10,29,43,21,25
ENSG00018290,3,16,55,132,43,29
ENSG00018291,77,62,65,100,110,58
ENSG00018292,9,6,13,19,7,7
ENSG00018293,90,359,392,790,461,293
ENSG00018294,131,78,62,132,59,49
ENSG00018295,14,22,53,32,17,19
ENSG00018296,1,13,5,12,7,10
ENSG00018297,14,7,24,67,30,18
ENSG00018298,133,107,428,724,218,112
ENSG00018299,0,1,1,1,2,1
ENSG00018300,124,105,199,340,125,101
ENSG00018301,17,35,10,36,18,8
ENSG00018302,20,15,15,14,5,5
ENSG00018303,13,6,15,33,15,14
ENSG00018304,21,16,41,57,29,21
ENSG00018305,258,184,235,1952,361,388
ENSG00018306,0,1,1,5,3,2
ENSG00018307,6,5,20,33,18,25
ENSG00018308,145,148,116,458,159,238
ENSG00018309,4,5,18,36,18,14
ENSG00018310,1,3,1,2,1,1
ENSG00018311,37,18,19,54,43,11
ENSG00018312,58,41,76,219,91,42
ENSG00018313,70,71,74,163,56,45
ENSG00018314,59,42,54,138,43,40
ENSG00018315,213,305,588,1105,328,432
ENSG00018316,135,100,123,137,108,36
ENSG00018317,10,45,29,72,27,13
ENSG00018318,20,38,43,81,19,18
ENSG00018319,83,33,92,240,50,79
ENSG00018320,129,392,247,1222,375,362
ENSG00018321,396,574,511,2081,648,365
ENSG00018322,13,14,12,42,24,16
ENSG00018323,221,363,431,206,52,268
ENSG00018324,7,5,11,33,8,22
ENSG00018325,175,80,269,132,201,101
ENSG00018326,19,28,43,102,38,41
ENSG00018327,165,165,211,724,237,269
ENSG00018328,883,607,577,1281,761,282
ENSG00018329,138,48,69,159,64,71
ENSG00018330,2021,4384,3036,5723,1385,1882
ENSG00018331,27,27,59,153,36,43
ENSG00018332,360,151,366,1549,690,771
ENSG00018333,607,384,437,927,208,134
ENSG00018334,242,113,150,247,150,41
ENSG00018335,319,131,317,427,194,315
ENSG00018336,356,253,350,203,203,132
ENSG00018337,28,29,14,67,15,8
ENSG00018338,101,61,134,112,82,67
ENSG00018339,856,725,1389,1478,1466,657
ENSG00018340,38,59,28,540,137,88
ENSG00018341,11,9,9,34,12,12
ENSG00018342,13,4,7,34,14,9
ENSG00018343,144,94,147,184,180,130
ENSG00018344,232,300,269,800,438,328
ENSG00018345,11,6,21,44,32,15
ENSG00018346,608,2229,4346,3137,961,689
ENSG00018347,0,0,1,6,0,1
ENSG00018348,739,437,810,929,1074,431
ENSG00018349,5,4,3,23,8,6
ENSG00018350,109,75,270,346,162,150
ENSG00018351,80,78,111,116,66,88
ENSG00018352,45,33,36,66,26,25
ENSG00018353,259,87,96,668,226,152
ENSG00018354,79,105,214,367,89,61
ENSG00018355,96,76,38,211,32,67
ENSG00018356,389,293,880,606,549,246
ENSG00018357,8,16,15,46,23,24
ENSG00018358,19,9,28,31,18,26
ENSG00018359,124,59,125,406,178,124
ENSG00018360,271,316,247,557,526,292
ENSG00018361,278,283,511,571,56,168
ENSG00018362,3,6,5,20,8,11
ENSG00018363,42,32,36,127,18,19
ENSG00018364,5,8,3,29,6,0
ENSG00018365,31,71,58,50,3,15
ENSG00018366,236,206,232,260,71,70
ENSG00018367,1136,755,1466,2513,1010,1424
ENSG00018368,1,1,1,6,2,1
ENSG00018369,15,32,20,145,31,49
ENSG00018370,33,55,42,93,49,71
ENSG00018371,51,35,55,89,39,64
ENSG00018372,81,41,238,336,109,270
ENSG00018373,34,31,90,341,94,57
ENSG00018374,667,1958,3886,6522,2507,1983
ENSG00018375,17,34,36,8,6,7
ENSG00018376,37,21,35,194,43,38
ENSG00018377,44,19,93,94,44,41
ENSG00018378,37,20,42,19,12,17
ENSG00018379,1,1,5,3,0,1
ENSG00018380,2408,455,930,3736,2001,1560
ENSG00018381,206,70,167,381,83,178
ENSG00018382,531,316,1010,800,530,937
ENSG00018383,75,294,120,215,126,114
ENSG00018384,71,56,259,325,93,88
ENSG00018385,40,21,62,179,55,48
ENSG00018386,21,42,38,98,24,65
ENSG00018387,128,160,202,389,128,39
ENSG00018388,757,962,1195,1557,1523,742
ENSG00018389,8,1,4,24,13,7
ENSG00018390,49,46,34,193,29,42
ENSG00018391,7,5,9,30,7,14
ENSG00018392,76,60,74,167,59,42
ENSG00018393,27,26,48,85,42,38
ENSG00018394,2,3,0,4,3,3
ENSG00018395,1904,1113,4349,3119,2000,2478
ENSG00018396,14,18,21,40,13,3
ENSG00018397,194,240,88,471,56,106
ENSG00018398,283,367,279,1134,456,224
ENSG00018399,14,19,11,26,7,9
ENSG00018400,27,7,21,19,16,15
ENSG00018401,24,23,17,33,16,13
ENSG00018402,245,657,529,1875,353,588
ENSG00018403,3,4,1,14,2,4
ENSG00018404,7,7,9,123,26,11
ENSG00018405,39,32,51,101,39,15
ENSG00018406,13,2,5,24,3,6
ENSG00018407,127,58,83,84,31,21
ENSG00018408,2,3,6,6,9,8
ENSG00018409,4,12,19,34,15,12
ENSG00018410,126,90,123,845,149,207
ENSG00018411,56,130,108,343,47,156
ENSG00018412,1243,1298,2393,4279,2167,1972
ENSG00018413,951,824,1196,995,1065,1002
ENSG00018414,76,40,65,391,65,88
ENSG00018415,120,171,281,225,180,271
ENSG00018416,131,138,236,1195,249,504
ENSG00018417,3,2,1,56,4,18
ENSG00018418,40,101,91,567,189,156
ENSG00018419,539,471,314,477,110,213
ENSG00018420,59,90,75,130,53,31
ENSG00018421,113,119,300,602,143,190
ENSG00018422,99,113,143,291,103,103
ENSG00018423,18,23,18,56,38,34
ENSG00018424,17,11,21,14,11,8
ENSG00018425,29,39,36,221,46,58
ENSG00018426,53,49,91,50,41,31
ENSG00018427,247,222,475,1414,318,267
ENSG00018428,40,11,19,104,21,41
ENSG00018429,29,21,26,103,24,33
ENSG00018430,32,51,29,160,18,33
ENSG00018431,196,255,240,656,261,151
ENSG00018432,10,11,20,19,33,11
ENSG00018433,938,435,930,1821,1074,431
ENSG00018434,127,170,127,791,122,159
ENSG00018435,453,620,380,1375,503,297
ENSG00018436,710,392,1226,686,775,524
ENSG00018437,17,6,7,42,22,29
ENSG00018438,161,132,355,468,140,230
ENSG00018439,592,136,370,1238,459,480
ENSG00018440,600,300,500,835,320,175
ENSG00018441,637,651,855,2679,1075,885
ENSG00018442,4,6,6,13,2,5
ENSG00018443,40,48,92,181,47,107
ENSG00018444,129,119,295,1512,226,731
ENSG00018445,72,38,237,282,59,69
ENSG00018446,26,23,20,17,17,19
ENSG00018447,273,288,227,365,171,98
ENSG00018448,14,2,5,7,4,3
ENSG00018449,666,804,1750,2527,1426,628
ENSG00018450,178,89,59,280,32,66
ENSG00018451,361,198,165,882,122,190
ENSG00018452,202,249,431,788,413,181
ENSG00018453,212,190,203,788,306,145
ENSG00018454,81,438,292,732,322,202
ENSG00018455,7,4,1,11,8,16
ENSG00018456,65,49,56,132,88,111
ENSG00018457,380,167,129,106,243,77
ENSG00018458,11,10,12,39,34,12
ENSG00018459,63,88,125,125,40,21
ENSG00018460,36,70,143,216,134,74
ENSG00018461,300,293,365,482,354,250
ENSG00018462,38,162,168,1029,363,248
ENSG00018463,39,71,155,375,169,178
ENSG00018464,14,4,15,21,11,5
ENSG00018465,5,9,16,39,24,8
ENSG00018466,1,1,0,8,2,2
ENSG00018467,3,0,1,2,0,2
ENSG00018468,35,29,31,133,53,23
ENSG00018469,71,20,50,64,34,24
ENSG00018470,5,20,25,132,25,18
ENSG00018471,107,62,118,76,55,62
ENSG00018472,90,24,110,169,51,86
ENSG00018473,234,163,182,670,229,114
ENSG00018474,39,108,64,163,100,60
ENSG00018475,130,132,136,405,180,131
ENSG00018476,485,198,280,504,326,114
ENSG00018477,63,12,53,73,17,32
ENSG00018478,15,32,20,40,13,34
ENSG00018479,508,388,414,789,293,252
ENSG00018480,59,41,55,39,16,17
ENSG00018481,198,218,271,1107,408,285
ENSG00018482,328,791,727,1268,259,397
ENSG00018483,855,582,1215,6567,1920,670
ENSG00018484,9,13,51,97,10,24
ENSG00018485,18,15,33,63,32,12
ENSG00018486,2525,524,1620,6837,2349,1071
ENSG00018487,199,330,243,491,286,231
ENSG00018488,200,289,132,400,119,172
ENSG00018489,548,226,477,558,256,42
ENSG00018490,60,27,54,113,61,18
ENSG00018491,57,61,43,376,70,132
ENSG00018492,28,41,75,143,32,49
ENSG00018493,70,47,78,224,65,76
ENSG00018494,262,119,173,686,361,287
ENSG00018495,232,413,417,1499,202,330
ENSG00018496,644,369,280,627,185,414
ENSG00018497,42,19,43,175,162,56
ENSG00018498,807,709,805,475,536,352
ENSG00018499,277,881,313,1423,611,751
ENSG00018500,50,18,19,134,25,49
ENSG00018501,169,103,329,797,274,221
ENSG00018502,51,33,33,51,30,42
ENSG00018503,13,16,37,42,26,22
ENSG00018504,100,126,126,273,134,90
ENSG00018505,47,38,148,123,42,66
ENSG00018506,181,150,224,805,193,218
ENSG00018507,3,19,20,40,17,18
ENSG00018508,79,43,62,20,39,36
ENSG00018509,16,10,20,38,21,12
ENSG00018510,936,769,853,1112,794,680
ENSG00018511,164,59,42,215,140,74
ENSG00018512,3,1,5,10,3,0
ENSG00018513,11,27,21,23,14,9
ENSG00018514,1031,1005,1130,2840,547,615
ENSG00018515,0,2,2,3,1,0
ENSG00018516,341,310,469,581,192,242
ENSG00018517,606,986,1721,2838,1899,1051
ENSG00018518,52,48,89,126,83,123
ENSG00018519,146,44,104,159,83,44
ENSG00018520,4,5,9,3,0,1
ENSG00018521,3,16,13,30,9,5
ENSG00018522,77,71,118,275,25,65
ENSG00018523,72,44,81,70,85,61
ENSG00018524,6,4,16,27,4,3
ENSG00018525,27,9,16,42,33,43
ENSG00018526,111,148,191,211,120,112
ENSG00018527,132,229,124,1559,348,290
ENSG00018528,16,25,52,66,19,35
ENSG00018529,15,22,15,30,40,11
ENSG00018530,115,63,186,233,214,56
ENSG00018531,8,26,32,14,19,14
ENSG00018532,29,94,71,76,17,8
ENSG00018533,117,110,157,316,148,48
ENSG00018534,108,77,122,310,62,45
ENSG00018535,8,6,11,29,23,6
ENSG00018536,24,22,23,15,8,9
ENSG00018537,17,22,29,85,42,24
ENSG00018538,2150,953,1302,4892,1788,630
ENSG00018539,19,24,10,28,25,31
ENSG00018540,30,28,12,44,30,27
ENSG00018541,105,107,63,240,118,142
ENSG00018542,1,2,3,1,0,0
ENSG00018543,402,434,473,1041,343,392
ENSG00018544,1623,3163,1149,6223,1537,973
ENSG00018545,22,5,5,23,18,6
ENSG00018546,218,262,388,736,307,234
ENSG00018547,858,670,601,1663,256,393
ENSG00018548,62,29,103,161,65,76
ENSG00018549,85,62,83,206,119,41
ENSG00018550,126,121,83,285,120,75
ENSG00018551,78,103,86,104,207,104
ENSG00018552,59,50,98,234,32,62
ENSG00018553,2,6,5,9,1,1
ENSG00018554,29,13,17,38,16,26
ENSG00018555,41,39,58,47,22,25
ENSG00018556,12,5,14,9,7,4
ENSG00018557,38,20,34,107,40,60
ENSG00018558,174,59,148,465,95,101
ENSG00018559,69,190,96,580,227,63
ENSG00018560,41,56,27,115,19,36
ENSG00018561,14,27,13,48,23,28
ENSG00018562,134,216,204,199,98,305
ENSG00018563,76,104,77,172,35,56
ENSG00018564,377,359,586,2579,1164,588
ENSG00018565,23,11,33,68,20,30
ENSG00018566,46,58,41,221,55,59
ENSG00018567,24,13,12,34,37,25
ENSG00018568,308,362,441,776,738,261
ENSG00018569,26,22,26,4,4,0
ENSG00018570,3,3,3,6,5,1
ENSG00018571,8,10,12,38,8,9
ENSG00018572,16,32,39,10,7,3
ENSG00018573,18,12,17,8,9,10
ENSG00018574,17,26,23,33,16,37
ENSG00018575,55,45,84,268,55,97
ENSG00018576,10,20,15,35,25,42
ENSG00018577,43,22,37,157,47,18
ENSG00018578,53,42,61,167,29,47
ENSG00018579,12,24,12,62,23,48
ENSG00018580,21,32,40,36,20,10
ENSG00018581,101,257,60,299,214,182
ENSG00018582,15,34,20,33,14,31
ENSG00018583,615,880,1469,2466,933,1239
ENSG00018584,16,10,26,81,18,33
ENSG00018585,148,68,46,469,232,235
ENSG00018586,11,20,68,45,12,13
ENSG00018587,520,394,438,422,437,219
ENSG00018588,147,98,73,26,13,4
ENSG00018589,215,460,475,1016,188,374
ENSG00018590,70,47,106,203,42,70
ENSG00018591,12,21,23,102,17,21
ENSG00018592,13,10,5,57,27,17
ENSG00018593,87,68,53,550,102,76
ENSG00018594,14,9,11,34,15,9
ENSG00018595,55,30,57,299,101,36
ENSG00018596,41,74,71,214,71,44
ENSG00018597,14,13,29,17,24,19
ENSG00018598,271,410,250,1687,278,525
ENSG00018599,2294,2315,2483,8167,6482,3353
ENSG00018600,33,114,82,400,135,45
ENSG00018601,4,17,16,75,27,23
ENSG00018602,229,285,248,537,237,407
ENSG00018603,97,44,77,251,78,103
ENSG00018604,0,10,3,16,6,10
ENSG00018605,15,20,24,52,10,8
ENSG00018606,12,13,11,21,13,7
ENSG00018607,35,18,91,182,60,29
ENSG00018608,7,3,20,49,10,11
ENSG00018609,45,46,54,264,70,45
ENSG00018610,96,77,116,204,83,28
ENSG00018611,21,17,33,126,32,43
ENSG00018612,32,30,51,74,52,29
ENSG00018613,277,348,195,412,155,101
ENSG00018614,361,280,288,996,497,63
ENSG00018615,12,12,34,129,14,42
ENSG00018616,34,18,36,24,22,15
ENSG00018617,287,114,456,658,184,248
ENSG00018618,516,631,330,1315,401,341
ENSG00018619,164,81,292,763,109,386
ENSG00018620,39,31,17,100,46,13
ENSG00018621,167,95,112,745,290,161
ENSG00018622,25,15,29,38,19,15
ENSG00018623,3,3,8,1,7,8
ENSG00018624,11,14,49,42,14,16
ENSG00018625,371,574,1104,1907,511,340
ENSG00018626,653,654,932,1320,320,443
ENSG00018627,25,18,15,192,33,70
ENSG00018628,55,122,155,188,72,25
ENSG00018629,3,8,7,2,2,5
ENSG00018630,16,10,31,51,18,13
ENSG00018631,1,2,7,11,23,7
ENSG00018632,50,100,37,98,46,69
ENSG00018633,185,145,254,653,258,239
ENSG00018634,342,440,228,1146,637,243
ENSG00018635,1667,570,2180,5516,3091,1588
ENSG00018636,105,36,89,156,109,121
ENSG00018637,47,37,51,117,27,66
ENSG00018638,2,17,28,34,39,9
ENSG00018639,64,39,143,312,74,126
ENSG00018640,304,100,624,556,444,242
ENSG00018641,345,290,333,630,217,95
ENSG00018642,1378,997,1120,2914,1722,771
ENSG00018643,727,626,822,2431,1813,2178
ENSG00018644,132,87,74,133,30,22
ENSG00018645,26,51,68,227,141,140
ENSG00018646,29,9,30,40,20,24
ENSG00018647,15,12,18,43,14,11
ENSG00018648,42,24,25,45,18,18
ENSG00018649,9,64,67,157,65,77
ENSG00018650,1422,443,490,2242,1128,762
ENSG00018651,281,453,247,2848,712,293
ENSG00018652,139,95,86,65,71,26
ENSG00018653,134,92,97,303,130,62
ENSG00018654,22,12,7,73,32,26
ENSG00018655,575,652,1037,4342,1020,904
ENSG00018656,13,8,41,33,20,19
ENSG00018657,89,63,104,150,54,43
ENSG00018658,583,520,817,2023,276,582
ENSG00018659,10,15,39,66,40,13
ENSG00018660,9,11,21,18,14,13
ENSG00018661,10,4,1,11,3,4
ENSG00018662,27,90,156,439,113,142
ENSG00018663,81,41,147,288,64,93
ENSG00018664,17,28,16,10,8,26
ENSG00018665,162,106,480,421,375,318
ENSG00018666,510,348,383,250,249,257
ENSG00018667,25,22,33,134,35,59
ENSG00018668,97,32,119,102,72,38
ENSG00018669,196,132,170,183,123,93
ENSG00018670,0,0,1,1,1,1
ENSG00018671,25,24,23,58,9,1
ENSG00018672,0,0,0,0,0,4
ENSG00018673,81,36,51,107,67,49
ENSG00018674,12,14,6,52,15,14
ENSG00018675,135,102,131,193,36,173
ENSG00018676,2,2,2,5,0,0
ENSG00018677,2,3,5,13,2,5
ENSG00018678,2,3,4,11,4,2
ENSG00018679,151,181,137,138,52,63
ENSG00018680,35,23,68,67,33,33
ENSG00018681,82,69,134,300,40,47
ENSG00018682,21,16,17,19,17,9
ENSG00018683,22,5,14,27,10,9
ENSG00018684,56,118,86,202,50,90
ENSG00018685,233,194,65,589,133,73
ENSG00018686,3,4,13,11,5,3
ENSG00018687,11,14,11,13,9,5
ENSG00018688,4,9,20,84,36,29
ENSG00018689,2,19,11,45,3,11
ENSG00018690,153,400,382,1334,415,112
ENSG00018691,34,12,31,55,5,16
ENSG00018692,8,5,11,17,7,13
ENSG00018693,5,0,9,15,9,1
ENSG00018694,1104,585,992,2623,974,1396
ENSG00018695,123,57,151,256,80,71
ENSG00018696,70,58,69,151,17,38
ENSG00018697,180,226,255,250,138,210
ENSG00018698,21,21,24,104,80,11
ENSG00018699,7,7,12,33,10,11
ENSG00018700,6,2,10,46,9,7
ENSG00018701,192,51,132,258,217,61
ENSG00018702,23,19,24,50,17,15
ENSG00018703,712,477,1688,4030,888,828
ENSG00018704,175,177,226,560,263,195
ENSG00018705,35,36,104,30,41,20
ENSG00018706,512,820,338,2782,444,627
ENSG00018707,5,9,5,19,10,6
ENSG00018708,7,2,0,4,0,4
ENSG00018709,139,72,99,240,80,62
ENSG00018710,29,23,21,70,7,31
ENSG00018711,462,162,180,587,157,90
ENSG00018712,2713,646,1724,5292,1386,1588
ENSG00018713,27,11,46,23,23,28
ENSG00018714,13,19,16,19,3,8
ENSG00018715,44,28,53,157,76,43
ENSG00018716,1,5,8,10,9,3
ENSG00018717,445,336,329,1102,96,311
ENSG00018718,185,100,473,616,89,333
ENSG00018719,184,303,433,1424,305,268
ENSG00018720,79,28,71,103,41,5
ENSG00018721,627,192,503,719,139,197
ENSG00018722,4,1,8,35,13,13
ENSG00018723,22,8,19,118,23,46
ENSG00018724,95,64,117,184,82,76
ENSG00018725,12,9,21,29,16,11
ENSG00018726,1,4,3,2,2,0
ENSG00018727,6,13,24,95,54,39
ENSG00018728,7,4,8,13,4,8
ENSG00018729,1018,651,796,1513,242,330
ENSG00018730,13,3,8,21,4,7
ENSG00018731,1,1,1,5,0,0
ENSG00018732,8,5,15,36,10,10
ENSG00018733,83,40,48,115,37,63
ENSG00018734,30,33,56,43,57,39
ENSG00018735,5,6,2,15,12,9
ENSG00018736,20,21,22,32,11,5
ENSG00018737,13,32,46,50,39,19
ENSG00018738,23,29,10,70,42,20
ENSG00018739,2,7,5,16,6,6
ENSG00018740,22,12,26,160,69,65
ENSG00018741,7,15,20,53,31,36
ENSG00018742,121,54,115,166,72,36
ENSG00018743,5,8,8,60,12,15
ENSG00018744,42,86,45,46,40,60
ENSG00018745,46,59,99,159,54,12
ENSG00018746,360,294,526,2516,605,546
ENSG00018747,79,58,46,68,61,68
ENSG00018748,22,21,21,45,34,24
ENSG00018749,7,14,6,19,13,9
ENSG00018750,1641,1756,1808,11769,4675,2538
ENSG00018751,186,111,175,225,198,176
ENSG00018752,24,8,11,13,7,4
ENSG00018753,202,47,121,195,54,76
ENSG00018754,6,19,14,127,32,20
ENSG00018755,82,52,77,283,113,83
ENSG00018756,13,25,15,48,17,20
ENSG00018757,27,15,13,100,16,25
ENSG00018758,47,84,35,303,72,64
ENSG00018759,117,94,119,428,238,82
ENSG00018760,104,30,82,135,31,46
ENSG00018761,3,1,2,5,6,3
ENSG00018762,12,11,20,96,23,28
ENSG00018763,7,4,5,33,2,5
ENSG00018764,36,38,34,125,58,50
ENSG00018765,20,36,39,186,34,20
ENSG00018766,777,685,438,6020,2950,518
ENSG00018767,2,4,5,4,3,1
ENSG00018768,107,100,174,76,39,27
ENSG00018769,95,282,229,641,64,97
ENSG00018770,15,8,15,31,14,12
ENSG00018771,59,44,84,317,66,107
ENSG00018772,11,10,14,80,19,13
ENSG00018773,33,83,99,480,134,102
ENSG00018774,18,11,4,34,28,27
ENSG00018775,45,79,69,193,41,64
ENSG00018776,98,32,76,130,135,66
ENSG00018777,17,28,17,43,18,13
ENSG00018778,8,9,9,24,17,8
ENSG00018779,31,54,76,102,19,48
ENSG00018780,166,72,122,315,104,97
ENSG00018781,165,88,154,210,99,269
ENSG00018782,2,3,3,10,3,1
ENSG00018783,41,71,55,298,160,90
ENSG00018784,37,11,31,54,24,8
ENSG00018785,138,130,284,893,324,326
ENSG00018786,44,37,45,51,35,40
ENSG00018787,29,19,22,109,32,16
ENSG00018788,45,26,92,178,42,40
ENSG00018789,2,23,50,165,23,46
ENSG00018790,62,162,81,220,162,96
ENSG00018791,65,48,55,416,156,71
ENSG00018792,21,42,26,153,67,44
ENSG00018793,6,5,2,19,0,3
ENSG00018794,9,15,19,50,14,4
ENSG00018795,167,249,454,541,328,407
ENSG00018796,9,4,9,81,20,4
ENSG00018797,10,38,34,130,36,29
ENSG00018798,154,67,183,269,83,111
ENSG00018799,77,93,124,223,130,97
ENSG00018800,334,224,603,479,291,221
ENSG00018801,80,78,83,313,154,74
ENSG00018802,63,32,65,115,42,69
ENSG00018803,14,28,24,90,27,21
ENSG00018804,13,17,35,46,26,29
ENSG00018805,17,13,5,25,2,8
ENSG00018806,128,116,77,82,182,77
ENSG00018807,1032,109,840,1583,1328,1036
ENSG00018808,30,15,12,95,29,18
ENSG00018809,11,1,5,9,6,3
ENSG00018810,5,5,8,24,3,3
ENSG00018811,60,102,174,145,126,124
ENSG00018812,14,6,22,107,32,21
ENSG00018813,16,29,58,144,12,90
ENSG00018814,510,959,739,6870,1081,1529
ENSG00018815,9,9,10,45,15,10
ENSG00018816,735,686,974,4182,1442,575
ENSG00018817,20,21,24,22,19,12
ENSG00018818,2,2,1,3,1,1
ENSG00018819,236,180,270,354,148,264
ENSG00018820,4,4,5,37,14,11
ENSG00018821,2661,1717,4158,14974,3287,3713
ENSG00018822,7,14,4,24,30,24
ENSG00018823,372,369,313,1076,472,203
ENSG00018824,11,6,11,16,5,11
ENSG00018825,52,24,70,131,52,45
ENSG00018826,150,368,408,1094,305,272
ENSG00018827,0,1,0,0,1,0
ENSG00018828,40,24,32,113,34,38
ENSG00018829,416,202,607,1271,466,261
ENSG00018830,31,47,46,165,60,20
ENSG00018831,13,6,5,43,22,7
ENSG00018832,1,1,0,0,0,0
ENSG00018833,1,2,2,0,1,3
ENSG00018834,122,114,101,347,88,75
ENSG00018835,194,210,491,933,178,391
ENSG00018836,131,209,88,776,235,319
ENSG00018837,60,51,70,170,31,59
ENSG00018838,15,31,40,235,35,23
ENSG00018839,128,87,217,195,76,70
ENSG00018840,48,53,53,34,22,45
ENSG00018841,13,18,39,65,31,11
ENSG00018842,35,28,65,56,28,45
ENSG00018843,1705,988,1085,1905,1126,790
ENSG00018844,12,8,7,8,2,8
ENSG00018845,130,59,85,138,93,31
ENSG00018846,6,7,9,7,0,5
ENSG00018847,35,23,47,50,40,38
ENSG00018848,123,120,165,536,91,85
ENSG00018849,61,13,43,73,60,54
ENSG00018850,30,32,25,246,50,77
ENSG00018851,138,112,244,451,184,216
ENSG00018852,154,141,155,227,109,106
ENSG00018853,780,551,531,2344,1410,1519
ENSG00018854,11,5,6,17,19,10
ENSG00018855,67,59,89,145,51,99
ENSG00018856,116,88,117,371,368,129
ENSG00018857,67,84,124,175,67,85
ENSG00018858,161,190,153,212,99,237
ENSG00018859,1847,3821,2118,4118,4984,2957
ENSG00018860,23,53,69,126,36,17
ENSG00018861,49,34,43,166,54,37
ENSG00018862,5,12,3,10,5,12
ENSG00018863,53,33,50,120,50,16
ENSG00018864,15,25,25,145,42,36
ENSG00018865,8,8,18,27,7,10
ENSG00018866,31,26,33,59,24,15
ENSG00018867,150,70,290,416,385,184
ENSG00018868,39,92,72,85,67,51
ENSG00018869,106,131,76,418,244,57
ENSG00018870,99,25,69,149,137,63
ENSG00018871,33,22,22,134,46,26
ENSG00018872,130,47,105,220,106,42
ENSG00018873,10,9,12,24,6,6
ENSG00018874,93,39,65,128,66,37
ENSG00018875,191,239,163,894,111,255
ENSG00018876,27,33,22,96,34,14
ENSG00018877,215,363,475,1226,611,301
ENSG00018878,23,33,50,61,25,44
ENSG00018879,8,3,7,25,5,3
ENSG00018880,10,16,23,67,21,25
ENSG00018881,41,10,34,71,22,61
ENSG00018882,257,165,200,526,157,118
ENSG00018883,58,92,193,704,96,125
ENSG00018884,45,9,48,138,37,36
ENSG00018885,99,84,195,471,153,252
ENSG00018886,10,9,7,52,18,8
